date,year,tourney_name,surface,indoor,commitment,draw_size,url
19150816,1915,Australasian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australasian-championships/580/1915/results
19150831,1915,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1915/results
19160828,1916,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1916/results
19170820,1917,US Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1917/results
19180826,1918,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1918/results
19190623,1919,Wimbledon,Grass,Outdoor,,129,https://www.atptour.com/en/scores/archive/wimbledon/540/1919/results
19190826,1919,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1919/results
19200122,1919,Australasian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australasian-championships/580/1919/results
19200315,1920,Australasian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australasian-championships/580/1920/results
19200621,1920,Wimbledon,Grass,Outdoor,,129,https://www.atptour.com/en/scores/archive/wimbledon/540/1920/results
19200830,1920,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1920/results
19210620,1921,Wimbledon,Grass,Outdoor,,129,https://www.atptour.com/en/scores/archive/wimbledon/540/1921/results
19210909,1921,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1921/results
19211226,1921,Australasian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australasian-championships/580/1921/results
19220626,1922,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1922/results
19220908,1922,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1922/results
19221201,1922,Australasian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australasian-championships/580/1922/results
19230625,1923,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1923/results
19230811,1923,Australasian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australasian-championships/580/1923/results
19230910,1923,US Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1923/results
19240120,1924,Australasian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australasian-championships/580/1924/results
19240623,1924,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1924/results
19240825,1924,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1924/results
19250124,1925,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1925/results
19250527,1925,French Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/french-championships/520/1925/results
19250622,1925,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1925/results
19250914,1925,US Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1925/results
19260123,1926,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1926/results
19260602,1926,French Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1926/results
19260621,1926,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1926/results
19260913,1926,US Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1926/results
19270122,1927,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1927/results
19270524,1927,French Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1927/results
19270620,1927,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1927/results
19270912,1927,US Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1927/results
19280128,1928,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1928/results
19280525,1928,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1928/results
19280625,1928,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1928/results
19280910,1928,US Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1928/results
19290119,1929,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1929/results
19290524,1929,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1929/results
19290624,1929,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1929/results
19290907,1929,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1929/results
19300120,1930,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1930/results
19300524,1930,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1930/results
19300623,1930,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1930/results
19300906,1930,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1930/results
19310227,1931,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1931/results
19310522,1931,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1931/results
19310622,1931,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1931/results
19310905,1931,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1931/results
19320208,1932,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1932/results
19320526,1932,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1932/results
19320620,1932,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1932/results
19320903,1932,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1932/results
19330121,1933,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1933/results
19330525,1933,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1933/results
19330626,1933,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1933/results
19330902,1933,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1933/results
19340118,1934,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1934/results
19340523,1934,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1934/results
19340625,1934,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1934/results
19340901,1934,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1934/results
19350101,1935,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1935/results
19350522,1935,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1935/results
19350624,1935,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1935/results
19350829,1935,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1935/results
19360120,1936,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1936/results
19360521,1936,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1936/results
19360622,1936,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1936/results
19360903,1936,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1936/results
19370122,1937,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1937/results
19370521,1937,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1937/results
19370621,1937,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1937/results
19370902,1937,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1937/results
19380121,1938,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1938/results
19380602,1938,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1938/results
19380620,1938,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1938/results
19380908,1938,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1938/results
19390120,1939,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1939/results
19390608,1939,French Championships,Clay,Outdoor,,64,https://www.atptour.com/en/scores/archive/french-championships/520/1939/results
19390626,1939,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1939/results
19390907,1939,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1939/results
19400119,1940,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1940/results
19400902,1940,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1940/results
19410830,1941,US Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1941/results
19420827,1942,US Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1942/results
19430901,1943,US Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/us-championships/560/1943/results
19440830,1944,US Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/us-championships/560/1944/results
19450828,1945,US Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1945/results
19460119,1946,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1946/results
19460624,1946,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1946/results
19460718,1946,French Championships,Clay,Outdoor,,64,https://www.atptour.com/en/scores/archive/french-championships/520/1946/results
19460831,1946,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1946/results
19470118,1947,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1947/results
19470623,1947,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1947/results
19470714,1947,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1947/results
19470906,1947,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1947/results
19480117,1948,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1948/results
19480519,1948,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1948/results
19480621,1948,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1948/results
19480910,1948,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1948/results
19490122,1949,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1949/results
19490519,1949,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1949/results
19490620,1949,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1949/results
19490826,1949,US Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1949/results
19500121,1950,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1950/results
19500519,1950,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1950/results
19500626,1950,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1950/results
19500825,1950,US Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1950/results
19510120,1951,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1951/results
19510522,1951,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1951/results
19510625,1951,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1951/results
19510825,1951,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1951/results
19520119,1952,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1952/results
19520520,1952,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1952/results
19520623,1952,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1952/results
19520829,1952,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1952/results
19530109,1953,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1953/results
19530523,1953,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1953/results
19530622,1953,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1953/results
19530829,1953,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1953/results
19540122,1954,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1954/results
19540518,1954,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1954/results
19540621,1954,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1954/results
19540828,1954,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1954/results
19550121,1955,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1955/results
19550524,1955,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1955/results
19550620,1955,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1955/results
19550902,1955,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1955/results
19560120,1956,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1956/results
19560514,1956,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1956/results
19560625,1956,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1956/results
19560831,1956,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1956/results
19570118,1957,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1957/results
19570521,1957,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1957/results
19570624,1957,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1957/results
19570830,1957,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1957/results
19580117,1958,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1958/results
19580520,1958,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1958/results
19580623,1958,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1958/results
19580829,1958,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1958/results
19590116,1959,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1959/results
19590519,1959,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1959/results
19590622,1959,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1959/results
19590904,1959,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1959/results
19600122,1960,Australian Championships,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1960/results
19600517,1960,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1960/results
19600620,1960,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1960/results
19600902,1960,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1960/results
19610120,1961,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1961/results
19610516,1961,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1961/results
19610626,1961,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1961/results
19610901,1961,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1961/results
19620105,1962,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1962/results
19620521,1962,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1962/results
19620625,1962,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1962/results
19620829,1962,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1962/results
19630110,1963,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1963/results
19630513,1963,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1963/results
19630624,1963,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1963/results
19630828,1963,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1963/results
19640104,1964,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1964/results
19640519,1964,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1964/results
19640622,1964,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1964/results
19640902,1964,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1964/results
19650122,1965,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1965/results
19650517,1965,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1965/results
19650621,1965,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1965/results
19650901,1965,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1965/results
19660121,1966,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1966/results
19660523,1966,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1966/results
19660620,1966,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1966/results
19660901,1966,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1966/results
19670120,1967,Australian Championships,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1967/results
19670522,1967,French Championships,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1967/results
19670626,1967,Wimbledon,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1967/results
19670830,1967,US Championships,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1967/results
19680119,1968,Australian Chps.,Grass,Outdoor,"",64,https://www.atptour.com/en/scores/archive/australian-chps/580/1968/results
19680422,1968,Bournemouth,Clay,Outdoor,"$10,000",32,https://www.atptour.com/en/scores/archive/bournemouth/347/1968/results
19680527,1968,Roland Garros,Clay,Outdoor,"",128,https://www.atptour.com/en/scores/archive/roland-garros/520/1968/results
19680610,1968,Beckenham,Grass,Outdoor,"$2,000",64,https://www.atptour.com/en/scores/archive/beckenham/7310/1968/results
19680617,1968,London / Queen's Club,Grass,Outdoor,"",64,https://www.atptour.com/en/scores/archive/london/311/1968/results
19680624,1968,Wimbledon,Grass,Outdoor,"",128,https://www.atptour.com/en/scores/archive/wimbledon/540/1968/results
19680708,1968,Dublin,Grass,Outdoor,"$7,200",32,https://www.atptour.com/en/scores/archive/dublin/2029/1968/results
19680715,1968,Gstaad,Clay,Outdoor,"",32,https://www.atptour.com/en/scores/archive/gstaad/314/1968/results
19680805,1968,Hamburg,Clay,Outdoor,"$10,000",64,https://www.atptour.com/en/scores/archive/hamburg/414/1968/results
19680812,1968,Montreal / Toronto,Clay,Outdoor,"$1,500",32,https://www.atptour.com/en/scores/archive/toronto/421/1968/results
19680829,1968,US Open,Grass,Outdoor,"$88,800",96,https://www.atptour.com/en/scores/archive/us-open/560/1968/results
19680914,1968,Los Angeles,Hard,Outdoor,"$22,500",128,https://www.atptour.com/en/scores/archive/los-angeles/423/1968/results
19681101,1968,Buenos Aires,Clay,Outdoor,"",64,https://www.atptour.com/en/scores/archive/buenos-aires/303/1968/results
19681230,1969,Hobart,Grass,Outdoor,"$4,000",32,https://www.atptour.com/en/scores/archive/hobart/713/1969/results
19681230,1969,Perth,Grass,Outdoor,"$4,000",32,https://www.atptour.com/en/scores/archive/perth/243/1969/results
19690106,1969,Melbourne,Grass,Outdoor,"$11,500",32,https://www.atptour.com/en/scores/archive/melbourne/3936/1969/results
19690113,1969,Sydney,Grass,Outdoor,"$20,000",32,https://www.atptour.com/en/scores/archive/sydney/3941/1969/results
19690120,1969,Australian Open,Grass,Outdoor,"",64,https://www.atptour.com/en/scores/archive/australian-open/580/1969/results
19690129,1969,Auckland,Grass,Outdoor,"$6,000",32,https://www.atptour.com/en/scores/archive/auckland/3937/1969/results
19690205,1969,Philadelphia WCT,Carpet,Indoor,"$30,000",32,https://www.atptour.com/en/scores/archive/philadelphia/401/1969/results
19690324,1969,New York,Carpet,Indoor,"$25,000",32,https://www.atptour.com/en/scores/archive/new-york/2058/1969/results
19690404,1969,Johannesburg,Hard,Outdoor,"$25,000",128,https://www.atptour.com/en/scores/archive/johannesburg/6815/1969/results
19690414,1969,Durban,Hard,Outdoor,"$8,000",64,https://www.atptour.com/en/scores/archive/durban/260/1969/results
19690415,1969,Monte Carlo,Clay,Outdoor,"$12,000",64,https://www.atptour.com/en/scores/archive/monte-carlo/410/1969/results
19690421,1969,Rome,Clay,Outdoor,"$35,000",128,https://www.atptour.com/en/scores/archive/rome/416/1969/results
19690428,1969,Bournemouth,Clay,Outdoor,"$17,000",32,https://www.atptour.com/en/scores/archive/bournemouth/3938/1969/results
19690512,1969,Brussels,Clay,Outdoor,"$8,500",32,https://www.atptour.com/en/scores/archive/brussels/406/1969/results
19690528,1969,Roland Garros,Clay,Outdoor,"",128,https://www.atptour.com/en/scores/archive/roland-garros/520/1969/results
19690609,1969,Bristol,Grass,Outdoor,"$17,000",8,https://www.atptour.com/en/scores/archive/bristol/3942/1969/results
19690616,1969,London / Queen's Club,Grass,Outdoor,"$2,400",128,https://www.atptour.com/en/scores/archive/london/311/1969/results
19690623,1969,Wimbledon,Grass,Outdoor,"",128,https://www.atptour.com/en/scores/archive/wimbledon/540/1969/results
19690707,1969,Washington,Clay,Outdoor,"$25,000",64,https://www.atptour.com/en/scores/archive/washington/418/1969/results
19690707,1969,Dublin,Grass,Outdoor,"$8,000",32,https://www.atptour.com/en/scores/archive/dublin/2029/1969/results
19690707,1969,Dusseldorf,Clay,Outdoor,"",64,https://www.atptour.com/en/scores/archive/dusseldorf/661/1969/results
19690721,1969,Gstaad,Clay,Outdoor,"$20,000",32,https://www.atptour.com/en/scores/archive/gstaad/314/1969/results
19690728,1969,Hilversum,Clay,Outdoor,"$6,500",32,https://www.atptour.com/en/scores/archive/hilversum/317/1969/results
19690804,1969,Hamburg,Clay,Outdoor,"$18,000",64,https://www.atptour.com/en/scores/archive/hamburg/414/1969/results
19690804,1969,Montreal / Toronto,Clay,Outdoor,"$9,000",64,https://www.atptour.com/en/scores/archive/toronto/421/1969/results
19690811,1969,Kitzbuhel,Clay,Outdoor,"",32,https://www.atptour.com/en/scores/archive/kitzbuehel/319/1969/results
19690827,1969,US Open,Grass,Outdoor,"$89,400",128,https://www.atptour.com/en/scores/archive/us-open/560/1969/results
19690920,1969,Los Angeles,Hard,Outdoor,"$24,500",64,https://www.atptour.com/en/scores/archive/los-angeles/423/1969/results
19691006,1969,Las Vegas,Hard,Outdoor,"$40,000",32,https://www.atptour.com/en/scores/archive/las-vegas/413/1969/results
19691107,1969,Paris Indoor,Carpet,Indoor,"",32,https://www.atptour.com/en/scores/archive/paris/7302/1969/results
19691111,1969,Buenos Aires,Clay,Outdoor,"",32,https://www.atptour.com/en/scores/archive/buenos-aires/303/1969/results
19691117,1969,Wembley,Carpet,Indoor,"$36,000",32,https://www.atptour.com/en/scores/archive/wembley/430/1969/results
19691123,1969,Stockholm,Hard,Indoor,"$26,000",32,https://www.atptour.com/en/scores/archive/stockholm/429/1969/results
19700119,1970,Australian Open,Grass,Outdoor,"",64,https://www.atptour.com/en/scores/archive/australian-open/580/1970/results
19700202,1970,Philadelphia,Carpet,Indoor,"$50,000",64,https://www.atptour.com/en/scores/archive/philadelphia/401/1970/results
19700212,1970,Miami WCT,Clay,Outdoor,"$10,000",8,https://www.atptour.com/en/scores/archive/miami/681/1970/results
19700213,1970,Richmond,Carpet,Indoor,"$12,500",8,https://www.atptour.com/en/scores/archive/richmond-va/802/1970/results
19700215,1970,Salisbury,Hard,Indoor,"$50,000",64,https://www.atptour.com/en/scores/archive/salisbury/355/1970/results
19700220,1970,Corpus Christi WCT,Hard,Outdoor,"$10,000",8,https://www.atptour.com/en/scores/archive/chorpus-christi/6816/1970/results
19700225,1970,Macon,Carpet,Indoor,"$15,000",32,https://www.atptour.com/en/scores/archive/macon/2066/1970/results
19700225,1970,Los Angeles WCT,Carpet,Indoor,"$10,000",8,https://www.atptour.com/en/scores/archive/los-angeles/6811/1970/results
19700302,1970,Hampton,Carpet,Indoor,"$25,000",32,https://www.atptour.com/en/scores/archive/hampton/657/1970/results
19700304,1970,London Indoor,Carpet,Indoor,"$24,000",16,https://www.atptour.com/en/scores/archive/wembley/6812/1970/results
19700316,1970,Sydney,Grass,Outdoor,"$25,000",32,https://www.atptour.com/en/scores/archive/sydney/3941/1970/results
19700324,1970,Johannesburg,Hard,Outdoor,"$35,000",64,https://www.atptour.com/en/scores/archive/johannesburg/462/1970/results
19700329,1970,San Juan,Hard,Outdoor,"$8,000",64,https://www.atptour.com/en/scores/archive/san-juan/6817/1970/results
19700406,1970,Durban,Hard,Outdoor,"$15,000",64,https://www.atptour.com/en/scores/archive/durban/260/1970/results
19700406,1970,St. Petersburg,Clay,Outdoor,"$6,500",64,https://www.atptour.com/en/scores/archive/st-petersburg/6818/1970/results
19700413,1970,Monte Carlo,Clay,Outdoor,"$17,000",64,https://www.atptour.com/en/scores/archive/monte-carlo/410/1970/results
19700415,1970,Charlotte,Clay,Outdoor,"$13,500",32,https://www.atptour.com/en/scores/archive/charlotte/436/1970/results
19700420,1970,Rome,Clay,Outdoor,"$28,000",32,https://www.atptour.com/en/scores/archive/rome/416/1970/results
