date,year,tourney_name,tourney_id,surface,indoor,commitment,draw_size,url
19150816,1915,Australasian Championships,1915_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australasian-championships/580/1915/results
19150831,1915,US Championships,1915_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1915/results
19160828,1916,US Championships,1916_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1916/results
19170820,1917,US Championships,1917_560,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1917/results
19180826,1918,US Championships,1918_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1918/results
19190623,1919,Wimbledon,1919_540,Grass,Outdoor,,129,https://www.atptour.com/en/scores/archive/wimbledon/540/1919/results
19190826,1919,US Championships,1919_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1919/results
19200122,1919,Australasian Championships,1919_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australasian-championships/580/1919/results
19200315,1920,Australasian Championships,1920_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australasian-championships/580/1920/results
19200621,1920,Wimbledon,1920_540,Grass,Outdoor,,129,https://www.atptour.com/en/scores/archive/wimbledon/540/1920/results
19200830,1920,US Championships,1920_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1920/results
19210620,1921,Wimbledon,1921_540,Grass,Outdoor,,129,https://www.atptour.com/en/scores/archive/wimbledon/540/1921/results
19210909,1921,US Championships,1921_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1921/results
19211226,1921,Australasian Championships,1921_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australasian-championships/580/1921/results
19220626,1922,Wimbledon,1922_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1922/results
19220908,1922,US Championships,1922_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1922/results
19221201,1922,Australasian Championships,1922_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australasian-championships/580/1922/results
19230625,1923,Wimbledon,1923_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1923/results
19230811,1923,Australasian Championships,1923_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australasian-championships/580/1923/results
19230910,1923,US Championships,1923_560,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1923/results
19240120,1924,Australasian Championships,1924_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australasian-championships/580/1924/results
19240623,1924,Wimbledon,1924_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1924/results
19240825,1924,US Championships,1924_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1924/results
19250124,1925,Australian Championships,1925_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1925/results
19250527,1925,French Championships,1925_520,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/french-championships/520/1925/results
19250622,1925,Wimbledon,1925_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1925/results
19250914,1925,US Championships,1925_560,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1925/results
19260123,1926,Australian Championships,1926_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1926/results
19260602,1926,French Championships,1926_520,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1926/results
19260621,1926,Wimbledon,1926_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1926/results
19260913,1926,US Championships,1926_560,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1926/results
19270122,1927,Australian Championships,1927_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1927/results
19270524,1927,French Championships,1927_520,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1927/results
19270620,1927,Wimbledon,1927_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1927/results
19270912,1927,US Championships,1927_560,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1927/results
19280128,1928,Australian Championships,1928_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1928/results
19280525,1928,French Championships,1928_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1928/results
19280625,1928,Wimbledon,1928_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1928/results
19280910,1928,US Championships,1928_560,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1928/results
19290119,1929,Australian Championships,1929_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1929/results
19290524,1929,French Championships,1929_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1929/results
19290624,1929,Wimbledon,1929_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1929/results
19290907,1929,US Championships,1929_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1929/results
19300120,1930,Australian Championships,1930_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1930/results
19300524,1930,French Championships,1930_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1930/results
19300623,1930,Wimbledon,1930_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1930/results
19300906,1930,US Championships,1930_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1930/results
19310227,1931,Australian Championships,1931_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1931/results
19310522,1931,French Championships,1931_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1931/results
19310622,1931,Wimbledon,1931_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1931/results
19310905,1931,US Championships,1931_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1931/results
19320208,1932,Australian Championships,1932_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1932/results
19320526,1932,French Championships,1932_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1932/results
19320620,1932,Wimbledon,1932_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1932/results
19320903,1932,US Championships,1932_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1932/results
19330121,1933,Australian Championships,1933_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1933/results
19330525,1933,French Championships,1933_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1933/results
19330626,1933,Wimbledon,1933_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1933/results
19330902,1933,US Championships,1933_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1933/results
19340118,1934,Australian Championships,1934_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1934/results
19340523,1934,French Championships,1934_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1934/results
19340625,1934,Wimbledon,1934_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1934/results
19340901,1934,US Championships,1934_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1934/results
19350101,1935,Australian Championships,1935_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1935/results
19350522,1935,French Championships,1935_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1935/results
19350624,1935,Wimbledon,1935_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1935/results
19350829,1935,US Championships,1935_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1935/results
19360120,1936,Australian Championships,1936_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1936/results
19360521,1936,French Championships,1936_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1936/results
19360622,1936,Wimbledon,1936_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1936/results
19360903,1936,US Championships,1936_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1936/results
19370122,1937,Australian Championships,1937_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1937/results
19370521,1937,French Championships,1937_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1937/results
19370621,1937,Wimbledon,1937_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1937/results
19370902,1937,US Championships,1937_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1937/results
19380121,1938,Australian Championships,1938_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1938/results
19380602,1938,French Championships,1938_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1938/results
19380620,1938,Wimbledon,1938_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1938/results
19380908,1938,US Championships,1938_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1938/results
19390120,1939,Australian Championships,1939_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1939/results
19390608,1939,French Championships,1939_520,Clay,Outdoor,,64,https://www.atptour.com/en/scores/archive/french-championships/520/1939/results
19390626,1939,Wimbledon,1939_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1939/results
19390907,1939,US Championships,1939_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1939/results
19400119,1940,Australian Championships,1940_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1940/results
19400902,1940,US Championships,1940_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1940/results
19410830,1941,US Championships,1941_560,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1941/results
19420827,1942,US Championships,1942_560,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1942/results
19430901,1943,US Championships,1943_560,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/us-championships/560/1943/results
19440830,1944,US Championships,1944_560,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/us-championships/560/1944/results
19450828,1945,US Championships,1945_560,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1945/results
19460119,1946,Australian Championships,1946_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1946/results
19460624,1946,Wimbledon,1946_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1946/results
19460718,1946,French Championships,1946_520,Clay,Outdoor,,64,https://www.atptour.com/en/scores/archive/french-championships/520/1946/results
19460831,1946,US Championships,1946_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1946/results
19470118,1947,Australian Championships,1947_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1947/results
19470623,1947,Wimbledon,1947_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1947/results
19470714,1947,French Championships,1947_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1947/results
19470906,1947,US Championships,1947_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1947/results
19480117,1948,Australian Championships,1948_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1948/results
19480519,1948,French Championships,1948_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1948/results
19480621,1948,Wimbledon,1948_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1948/results
19480910,1948,US Championships,1948_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1948/results
19490122,1949,Australian Championships,1949_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1949/results
19490519,1949,French Championships,1949_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1949/results
19490620,1949,Wimbledon,1949_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1949/results
19490826,1949,US Championships,1949_560,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1949/results
19500121,1950,Australian Championships,1950_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1950/results
19500519,1950,French Championships,1950_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1950/results
19500626,1950,Wimbledon,1950_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1950/results
19500825,1950,US Championships,1950_560,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/us-championships/560/1950/results
19510120,1951,Australian Championships,1951_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1951/results
19510522,1951,French Championships,1951_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1951/results
19510625,1951,Wimbledon,1951_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1951/results
19510825,1951,US Championships,1951_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1951/results
19520119,1952,Australian Championships,1952_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1952/results
19520520,1952,French Championships,1952_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1952/results
19520623,1952,Wimbledon,1952_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1952/results
19520829,1952,US Championships,1952_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1952/results
19530109,1953,Australian Championships,1953_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1953/results
19530523,1953,French Championships,1953_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1953/results
19530622,1953,Wimbledon,1953_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1953/results
19530829,1953,US Championships,1953_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1953/results
19540122,1954,Australian Championships,1954_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1954/results
19540518,1954,French Championships,1954_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1954/results
19540621,1954,Wimbledon,1954_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1954/results
19540828,1954,US Championships,1954_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1954/results
19550121,1955,Australian Championships,1955_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1955/results
19550524,1955,French Championships,1955_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1955/results
19550620,1955,Wimbledon,1955_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1955/results
19550902,1955,US Championships,1955_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1955/results
19560120,1956,Australian Championships,1956_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1956/results
19560514,1956,French Championships,1956_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1956/results
19560625,1956,Wimbledon,1956_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1956/results
19560831,1956,US Championships,1956_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1956/results
19570118,1957,Australian Championships,1957_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1957/results
19570521,1957,French Championships,1957_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1957/results
19570624,1957,Wimbledon,1957_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1957/results
19570830,1957,US Championships,1957_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1957/results
19580117,1958,Australian Championships,1958_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1958/results
19580520,1958,French Championships,1958_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1958/results
19580623,1958,Wimbledon,1958_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1958/results
19580829,1958,US Championships,1958_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1958/results
19590116,1959,Australian Championships,1959_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1959/results
19590519,1959,French Championships,1959_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1959/results
19590622,1959,Wimbledon,1959_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1959/results
19590904,1959,US Championships,1959_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1959/results
19600122,1960,Australian Championships,1960_580,Grass,Outdoor,,32,https://www.atptour.com/en/scores/archive/australian-championships/580/1960/results
19600517,1960,French Championships,1960_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1960/results
19600620,1960,Wimbledon,1960_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1960/results
19600902,1960,US Championships,1960_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1960/results
19610120,1961,Australian Championships,1961_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1961/results
19610516,1961,French Championships,1961_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1961/results
19610626,1961,Wimbledon,1961_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1961/results
19610901,1961,US Championships,1961_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1961/results
19620105,1962,Australian Championships,1962_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1962/results
19620521,1962,French Championships,1962_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1962/results
19620625,1962,Wimbledon,1962_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1962/results
19620829,1962,US Championships,1962_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1962/results
19630110,1963,Australian Championships,1963_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1963/results
19630513,1963,French Championships,1963_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1963/results
19630624,1963,Wimbledon,1963_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1963/results
19630828,1963,US Championships,1963_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1963/results
19640104,1964,Australian Championships,1964_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1964/results
19640519,1964,French Championships,1964_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1964/results
19640622,1964,Wimbledon,1964_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1964/results
19640902,1964,US Championships,1964_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1964/results
19650122,1965,Australian Championships,1965_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1965/results
19650517,1965,French Championships,1965_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1965/results
19650621,1965,Wimbledon,1965_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1965/results
19650901,1965,US Championships,1965_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1965/results
19660121,1966,Australian Championships,1966_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1966/results
19660523,1966,French Championships,1966_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1966/results
19660620,1966,Wimbledon,1966_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1966/results
19660901,1966,US Championships,1966_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1966/results
19670120,1967,Australian Championships,1967_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-championships/580/1967/results
19670522,1967,French Championships,1967_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/french-championships/520/1967/results
19670626,1967,Wimbledon,1967_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1967/results
19670830,1967,US Championships,1967_560,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/us-championships/560/1967/results
19680119,1968,Australian Chps.,1968_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-chps/580/1968/results
19680422,1968,Bournemouth,1968_347,Clay,Outdoor,$10000,32,https://www.atptour.com/en/scores/archive/bournemouth/347/1968/results
19680527,1968,Roland Garros,1968_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/roland-garros/520/1968/results
19680610,1968,Beckenham,1968_7310,Grass,Outdoor,$2000,64,https://www.atptour.com/en/scores/archive/beckenham/7310/1968/results
19680617,1968,London / Queen's Club,1968_311,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/london/311/1968/results
19680624,1968,Wimbledon,1968_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1968/results
19680708,1968,Dublin,1968_2029,Grass,Outdoor,$7200,32,https://www.atptour.com/en/scores/archive/dublin/2029/1968/results
19680715,1968,Gstaad,1968_314,Clay,Outdoor,,32,https://www.atptour.com/en/scores/archive/gstaad/314/1968/results
19680805,1968,Hamburg,1968_414,Clay,Outdoor,$10000,64,https://www.atptour.com/en/scores/archive/hamburg/414/1968/results
19680812,1968,Montreal / Toronto,1968_421,Clay,Outdoor,$1500,32,https://www.atptour.com/en/scores/archive/toronto/421/1968/results
19680829,1968,US Open,1968_560,Grass,Outdoor,$88800,96,https://www.atptour.com/en/scores/archive/us-open/560/1968/results
19680914,1968,Los Angeles,1968_423,Hard,Outdoor,$22500,128,https://www.atptour.com/en/scores/archive/los-angeles/423/1968/results
19681101,1968,Buenos Aires,1968_303,Clay,Outdoor,,64,https://www.atptour.com/en/scores/archive/buenos-aires/303/1968/results
19681230,1969,Hobart,1969_713,Grass,Outdoor,$4000,32,https://www.atptour.com/en/scores/archive/hobart/713/1969/results
19681230,1969,Perth,1969_243,Grass,Outdoor,$4000,32,https://www.atptour.com/en/scores/archive/perth/243/1969/results
19690106,1969,Melbourne,1969_3936,Grass,Outdoor,$11500,32,https://www.atptour.com/en/scores/archive/melbourne/3936/1969/results
19690113,1969,Sydney,1969_3941,Grass,Outdoor,$20000,32,https://www.atptour.com/en/scores/archive/sydney/3941/1969/results
19690120,1969,Australian Open,1969_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-open/580/1969/results
19690129,1969,Auckland,1969_3937,Grass,Outdoor,$6000,32,https://www.atptour.com/en/scores/archive/auckland/3937/1969/results
19690205,1969,Philadelphia WCT,1969_401,Carpet,Indoor,$30000,32,https://www.atptour.com/en/scores/archive/philadelphia/401/1969/results
19690324,1969,New York,1969_2058,Carpet,Indoor,$25000,32,https://www.atptour.com/en/scores/archive/new-york/2058/1969/results
19690404,1969,Johannesburg,1969_6815,Hard,Outdoor,$25000,128,https://www.atptour.com/en/scores/archive/johannesburg/6815/1969/results
19690414,1969,Durban,1969_260,Hard,Outdoor,$8000,64,https://www.atptour.com/en/scores/archive/durban/260/1969/results
19690415,1969,Monte Carlo,1969_410,Clay,Outdoor,$12000,64,https://www.atptour.com/en/scores/archive/monte-carlo/410/1969/results
19690421,1969,Rome,1969_416,Clay,Outdoor,$35000,128,https://www.atptour.com/en/scores/archive/rome/416/1969/results
19690428,1969,Bournemouth,1969_3938,Clay,Outdoor,$17000,32,https://www.atptour.com/en/scores/archive/bournemouth/3938/1969/results
19690512,1969,Brussels,1969_406,Clay,Outdoor,$8500,32,https://www.atptour.com/en/scores/archive/brussels/406/1969/results
19690528,1969,Roland Garros,1969_520,Clay,Outdoor,,128,https://www.atptour.com/en/scores/archive/roland-garros/520/1969/results
19690609,1969,Bristol,1969_3942,Grass,Outdoor,$17000,8,https://www.atptour.com/en/scores/archive/bristol/3942/1969/results
19690616,1969,London / Queen's Club,1969_311,Grass,Outdoor,$2400,128,https://www.atptour.com/en/scores/archive/london/311/1969/results
19690623,1969,Wimbledon,1969_540,Grass,Outdoor,,128,https://www.atptour.com/en/scores/archive/wimbledon/540/1969/results
19690707,1969,Washington,1969_418,Clay,Outdoor,$25000,64,https://www.atptour.com/en/scores/archive/washington/418/1969/results
19690707,1969,Dublin,1969_2029,Grass,Outdoor,$8000,32,https://www.atptour.com/en/scores/archive/dublin/2029/1969/results
19690707,1969,Dusseldorf,1969_661,Clay,Outdoor,,64,https://www.atptour.com/en/scores/archive/dusseldorf/661/1969/results
19690721,1969,Gstaad,1969_314,Clay,Outdoor,$20000,32,https://www.atptour.com/en/scores/archive/gstaad/314/1969/results
19690728,1969,Hilversum,1969_317,Clay,Outdoor,$6500,32,https://www.atptour.com/en/scores/archive/hilversum/317/1969/results
19690804,1969,Hamburg,1969_414,Clay,Outdoor,$18000,64,https://www.atptour.com/en/scores/archive/hamburg/414/1969/results
19690804,1969,Montreal / Toronto,1969_421,Clay,Outdoor,$9000,64,https://www.atptour.com/en/scores/archive/toronto/421/1969/results
19690811,1969,Kitzbuhel,1969_319,Clay,Outdoor,,32,https://www.atptour.com/en/scores/archive/kitzbuehel/319/1969/results
19690827,1969,US Open,1969_560,Grass,Outdoor,$89400,128,https://www.atptour.com/en/scores/archive/us-open/560/1969/results
19690920,1969,Los Angeles,1969_423,Hard,Outdoor,$24500,64,https://www.atptour.com/en/scores/archive/los-angeles/423/1969/results
19691006,1969,Las Vegas,1969_413,Hard,Outdoor,$40000,32,https://www.atptour.com/en/scores/archive/las-vegas/413/1969/results
19691107,1969,Paris Indoor,1969_7302,Carpet,Indoor,,32,https://www.atptour.com/en/scores/archive/paris/7302/1969/results
19691111,1969,Buenos Aires,1969_303,Clay,Outdoor,,32,https://www.atptour.com/en/scores/archive/buenos-aires/303/1969/results
19691117,1969,Wembley,1969_430,Carpet,Indoor,$36000,32,https://www.atptour.com/en/scores/archive/wembley/430/1969/results
19691123,1969,Stockholm,1969_429,Hard,Indoor,$26000,32,https://www.atptour.com/en/scores/archive/stockholm/429/1969/results
19700119,1970,Australian Open,1970_580,Grass,Outdoor,,64,https://www.atptour.com/en/scores/archive/australian-open/580/1970/results
