Ranking,Player,Age,Points,Tourn_Played,Points_Dropping,Next_Best
1,Jim Courier,21,0,0,0,0
2,Stefan Edberg,26,0,0,0,0
3,Pete Sampras,20,0,0,0,0
4,Goran Ivanisevic,20,0,0,0,0
5,Petr Korda,24,0,0,0,0
6,Boris Becker,24,0,0,0,0
7,Michael Chang,20,0,0,0,0
8,Michael Stich,23,0,0,0,0
9,Andre Agassi,22,0,0,0,0
10,Guy Forget,27,0,0,0,0
11,Carlos Costa,24,0,0,0,0
12,Ivan Lendl,32,0,0,0,0
13,Richard Krajicek,20,0,0,0,0
14,Aaron Krickstein,24,0,0,0,0
15,Brad Gilbert,30,0,0,0,0
16,Wayne Ferreira,20,0,0,0,0
17,John McEnroe,33,0,0,0,0
18,Francisco Clavet,23,0,0,0,0
19,Sergi Bruguera,21,0,0,0,0
20,Alexander Volkov,25,0,0,0,0
21,MaliVai Washington,23,0,0,0,0
22,Thomas Muster,24,0,0,0,0
23,Emilio Sanchez,27,0,0,0,0
24,Jakob Hlasek,27,0,0,0,0
25,Andrei Cherkasov,22,0,0,0,0
26,Derrick Rostagno,26,0,0,0,0
27,Amos Mansdorf,26,0,0,0,0
28,Alberto Mancini,23,0,0,0,0
29,Jordi Arrese,27,0,0,0,0
30,Karel Novacek,27,0,0,0,0
31,Javier Sanchez,24,0,0,0,0
32,Andrei Chesnokov,26,0,0,0,0
33,Omar Camporese,24,0,0,0,0
34,Carl-Uwe Steeb,24,0,0,0,0
35,Paul Haarhuis,26,0,0,0,0
36,Magnus Gustafsson,25,0,0,0,0
37,Magnus Larsson,22,0,0,0,0
38,Marc Rosset,21,0,0,0,0
39,Arnaud Boetsch,23,0,0,0,0
40,Gabriel Markus,22,0,0,0,0
41,Jimmy Connors,39,0,0,0,0
42,Fabrice Santoro,19,0,0,0,0
43,David Wheaton,23,0,0,0,0
44,Guillermo Perez-Roldan,22,0,0,0,0
45,Olivier Delaitre,25,0,0,0,0
46,Stefano Pescosolido,21,0,0,0,0
47,Renzo Furlan,22,0,0,0,0
48,Shuzo Matsuoka,24,0,0,0,0
49,Goran Prpic,28,0,0,0,0
50,Todd Woodbridge,21,0,0,0,0
51,Christian Bergstrom,24,0,0,0,0
52,Jan Siemerink,22,0,0,0,0
53,Cedric Pioline,23,0,0,0,0
54,Wally Masur,29,0,0,0,0
55,Jaime Oncins,22,0,0,0,0
56,Gianluca Pozzi,27,0,0,0,0
57,Jaime Yzaga,24,0,0,0,0
58,Horst Skoff,23,0,0,0,0
59,Bryan Shelton,26,0,0,0,0
60,Markus Zoecke,24,0,0,0,0
61,Jeff Tarango,23,0,0,0,0
62,Tomas Carbonell,23,0,0,0,0
63,Francisco Roig,24,0,0,0,0
64,Nicklas Kulti,21,0,0,0,0
65,Thierry Champion,25,0,0,0,0
66,Marcelo Filippini,24,0,0,0,0
67,Franco Davin,22,0,0,0,0
68,Lars Koslowski,21,0,0,0,0
69,Frederic Fontang,22,0,0,0,0
70,Michiel Schapers,32,0,0,0,0
71,Richey Reneberg,26,0,0,0,0
72,Christo Van Rensburg,29,0,0,0,0
73,Christian Miniussi,25,0,0,0,0
74,Luis Herrera,20,0,0,0,0
75,Andres Gomez,32,0,0,0,0
76,Luiz Mattar,28,0,0,0,0
77,Anders Jarryd,31,0,0,0,0
78,Claudio Mezzadri,27,0,0,0,0
79,German Lopez,20,0,0,0,0
80,Jim Grabb,28,0,0,0,0
81,Jonas Svensson,25,0,0,0,0
82,Rodolphe Gilbert,23,0,0,0,0
83,Jason Stoltenberg,22,0,0,0,0
84,Patrick McEnroe,26,0,0,0,0
85,Leonardo Lavalle,24,0,0,0,0
86,Simon Youl,27,0,0,0,0
87,Markus Naewie,22,0,0,0,0
88,Sandon Stolle,22,0,0,0,0
89,Mark Woodforde,26,0,0,0,0
90,Jacco Eltingh,21,0,0,0,0
91,Jeremy Bates,30,0,0,0,0
92,Henri Leconte,29,0,0,0,0
93,Claudio Pistolesi,24,0,0,0,0
94,Todd Witsken,28,0,0,0,0
95,Kevin Curren,34,0,0,0,0
96,Marcos Aurelio Gorriz,28,0,0,0,0
97,Jonathan Stark,21,0,0,0,0
98,Alex Antonitsch,26,0,0,0,0
99,Diego Nargiso,22,0,0,0,0
100,Andrei Medvedev,17,0,0,0,0
101,Lars Jonsson,22,0,0,0,0
102,Bart Wuyts,22,0,0,0,0
103,Marc-Kevin Goellner,21,0,0,0,0
104,Patrik Kuhnen,26,0,0,0,0
105,Francisco Montana,22,0,0,0,0
106,Chris Pridham,27,0,0,0,0
107,Alex Corretja,18,0,0,0,0
108,Byron Black,22,0,0,0,0
109,Martin Strelba,25,0,0,0,0
110,Javier Frana,25,0,0,0,0
111,Bernd Karbacher,24,0,0,0,0
112,Ronald Agenor,27,0,0,0,0
113,Thierry Guardiola,20,0,0,0,0
114,Henrik Holm,23,0,0,0,0
115,Martin Jaite,27,0,0,0,0
116,Alexander Mronz,27,0,0,0,0
117,Martin Damm,19,0,0,0,0
118,Guillaume Raoux,22,0,0,0,0
119,Richard Fromberg,22,0,0,0,0
120,Mark Koevermans,24,0,0,0,0
121,Karsten Braasch,24,0,0,0,0
122,Arne Thoms,21,0,0,0,0
123,Patrick Baur,27,0,0,0,0
124,Jose Francisco Altur,24,0,0,0,0
125,Gilad Bloom,25,0,0,0,0
126,Todd Martin,22,0,0,0,0
127,Thomas Enqvist,18,0,0,0,0
128,Robbie Weiss,25,0,0,0,0
129,Chuck Adams,21,0,0,0,0
130,Gary Muller,27,0,0,0,0
131,Jan Apell,22,0,0,0,0
132,Horacio De La Pena,25,0,0,0,0
133,Jordi Burillo,19,0,0,0,0
134,Danilo Marcelino,26,0,0,0,0
135,Massimo Cierro,28,0,0,0,0
136,Joao Cunha-Silva,24,0,0,0,0
137,Marcos Ondruska,19,0,0,0,0
138,Roberto Azar,26,0,0,0,0
139,David Prinosil,19,0,0,0,0
140,Raul Antonio Viver,31,0,0,0,0
141,Carl Limberger,28,0,0,0,0
142,Martin Stringari,20,0,0,0,0
143,Olivier Soules,25,0,0,0,0
144,Brett Steven,23,0,0,0,0
145,Fernando Roese,26,0,0,0,0
146,Andrei Olhovskiy,26,0,0,0,0
147,Chris Wilkinson,22,0,0,0,0
148,John Fitzgerald,31,0,0,0,0
149,Kenneth Carlsen,19,0,0,0,0
150,Pablo Arraya,30,0,0,0,0
151,Grant Connell,26,0,0,0,0
152,Christian Saceanu,24,0,0,0,0
153,Grant Stafford,21,0,0,0,0
154,David Engel,24,0,0,0,0
155,Markus Zillner,22,0,0,0,0
156,Vladimir Gabrichidze,24,0,0,0,0
157,Thomas Hogstedt,28,0,0,0,0
158,Diego Perez,30,0,0,0,0
159,Mikael Tillstrom,20,0,0,0,0
160,David Rikl,21,0,0,0,0
161,Gilbert Schaller,23,0,0,0,0
162,Alberto Berasategui,19,0,0,0,0
163,Kent Kinnear,25,0,0,0,0
