Ranking,Player,Age,Points,Tourn_Played,Points_Dropping,Next_Best
1,Jim Courier,22,0,0,0,0
2,Pete Sampras,21,0,0,0,0
3,Stefan Edberg,26,0,0,0,0
4,Michael Chang,20,0,0,0,0
5,Petr Korda,24,0,0,0,0
6,Ivan Lendl,32,0,0,0,0
7,Goran Ivanisevic,21,0,0,0,0
8,Andre Agassi,22,0,0,0,0
9,Wayne Ferreira,21,0,0,0,0
10,Boris Becker,24,0,0,0,0
11,MaliVai Washington,23,0,0,0,0
12,Guy Forget,27,0,0,0,0
13,Richard Krajicek,20,0,0,0,0
14,Carlos Costa,24,0,0,0,0
15,Alexander Volkov,25,0,0,0,0
16,Sergi Bruguera,21,0,0,0,0
17,Michael Stich,24,0,0,0,0
18,Thomas Muster,25,0,0,0,0
19,Francisco Clavet,24,0,0,0,0
20,John McEnroe,33,0,0,0,0
21,Karel Novacek,27,0,0,0,0
22,Emilio Sanchez,27,0,0,0,0
23,Henrik Holm,24,0,0,0,0
24,Andrei Medvedev,18,0,0,0,0
25,Amos Mansdorf,27,0,0,0,0
26,Andrei Cherkasov,22,0,0,0,0
27,Aaron Krickstein,25,0,0,0,0
28,Brad Gilbert,31,0,0,0,0
29,Jordi Arrese,28,0,0,0,0
30,Omar Camporese,24,0,0,0,0
31,Carl-Uwe Steeb,25,0,0,0,0
32,Arnaud Boetsch,23,0,0,0,0
33,Andrei Chesnokov,26,0,0,0,0
34,Paul Haarhuis,26,0,0,0,0
35,Javier Sanchez,24,0,0,0,0
36,Alberto Mancini,23,0,0,0,0
37,Wally Masur,29,0,0,0,0
38,Cedric Pioline,23,0,0,0,0
39,Magnus Larsson,22,0,0,0,0
40,Fabrice Santoro,19,0,0,0,0
41,Franco Davin,22,0,0,0,0
42,Guillermo Perez-Roldan,23,0,0,0,0
43,Marc Rosset,21,0,0,0,0
44,Jeff Tarango,23,0,0,0,0
45,Gabriel Markus,22,0,0,0,0
46,Jakob Hlasek,27,0,0,0,0
47,Jan Siemerink,22,0,0,0,0
48,Renzo Furlan,22,0,0,0,0
49,Jaime Yzaga,25,0,0,0,0
50,Magnus Gustafsson,25,0,0,0,0
51,Mark Woodforde,27,0,0,0,0
52,Jaime Oncins,22,0,0,0,0
53,Bernd Karbacher,24,0,0,0,0
54,Stefano Pescosolido,21,0,0,0,0
55,Todd Woodbridge,21,0,0,0,0
56,David Wheaton,23,0,0,0,0
57,Jim Grabb,28,0,0,0,0
58,Christian Bergstrom,25,0,0,0,0
