Ranking,Player,Age,Points,Tourn_Played,Points_Dropping,Next_Best
1,Jim Courier,21,0,0,0,0
2,Stefan Edberg,26,0,0,0,0
3,Pete Sampras,20,0,0,0,0
4,Boris Becker,24,0,0,0,0
5,Michael Stich,23,0,0,0,0
6,Guy Forget,27,0,0,0,0
7,Goran Ivanisevic,20,0,0,0,0
8,Ivan Lendl,31,0,0,0,0
9,Petr Korda,24,0,0,0,0
10,Emilio Sanchez,26,0,0,0,0
11,Karel Novacek,26,0,0,0,0
12,David Wheaton,22,0,0,0,0
13,Andre Agassi,21,0,0,0,0
14,Sergi Bruguera,21,0,0,0,0
15,Michael Chang,20,0,0,0,0
16,Magnus Gustafsson,25,0,0,0,0
17,Derrick Rostagno,26,0,0,0,0
18,Omar Camporese,23,0,0,0,0
19,Wayne Ferreira,20,0,0,0,0
20,Alexander Volkov,24,0,0,0,0
21,Jakob Hlasek,27,0,0,0,0
22,Alberto Mancini,22,0,0,0,0
23,Goran Prpic,27,0,0,0,0
24,Amos Mansdorf,26,0,0,0,0
25,Brad Gilbert,30,0,0,0,0
26,MaliVai Washington,22,0,0,0,0
27,Richard Krajicek,20,0,0,0,0
28,Jordi Arrese,27,0,0,0,0
29,Francisco Clavet,23,0,0,0,0
30,John McEnroe,33,0,0,0,0
31,Aaron Krickstein,24,0,0,0,0
32,Andrei Cherkasov,21,0,0,0,0
33,Javier Sanchez,24,0,0,0,0
34,Richey Reneberg,26,0,0,0,0
35,Christian Bergstrom,24,0,0,0,0
36,Paul Haarhuis,26,0,0,0,0
37,Thomas Muster,24,0,0,0,0
38,Jimmy Connors,39,0,0,0,0
39,Horst Skoff,23,0,0,0,0
40,Andrei Chesnokov,26,0,0,0,0
41,Olivier Delaitre,24,0,0,0,0
42,Jan Siemerink,21,0,0,0,0
43,Carl-Uwe Steeb,24,0,0,0,0
44,Guillermo Perez-Roldan,22,0,0,0,0
45,Anders Jarryd,30,0,0,0,0
46,Martin Jaite,27,0,0,0,0
47,Stefano Pescosolido,20,0,0,0,0
48,Thierry Champion,25,0,0,0,0
49,Fabrice Santoro,19,0,0,0,0
50,Patrick McEnroe,25,0,0,0,0
51,Cedric Pioline,22,0,0,0,0
52,Renzo Furlan,21,0,0,0,0
53,Markus Zoecke,23,0,0,0,0
54,Jeff Tarango,23,0,0,0,0
55,Jonas Svensson,25,0,0,0,0
56,Marc Rosset,21,0,0,0,0
57,Jaime Yzaga,24,0,0,0,0
58,Arnaud Boetsch,22,0,0,0,0
59,Carlos Costa,23,0,0,0,0
60,Gianluca Pozzi,26,0,0,0,0
61,Bryan Shelton,26,0,0,0,0
62,Michiel Schapers,32,0,0,0,0
63,Frederic Fontang,21,0,0,0,0
64,Christian Miniussi,24,0,0,0,0
65,Christo Van Rensburg,29,0,0,0,0
66,Wally Masur,28,0,0,0,0
67,Lars Koslowski,20,0,0,0,0
68,Todd Woodbridge,20,0,0,0,0
69,Jason Stoltenberg,21,0,0,0,0
70,Javier Frana,25,0,0,0,0
71,Tomas Carbonell,23,0,0,0,0
72,Andres Gomez,31,0,0,0,0
73,Jim Grabb,27,0,0,0,0
74,Gabriel Markus,21,0,0,0,0
75,Ronald Agenor,27,0,0,0,0
76,Jaime Oncins,21,0,0,0,0
77,German Lopez,20,0,0,0,0
78,Magnus Larsson,21,0,0,0,0
79,Grant Connell,26,0,0,0,0
80,Jimmy Arias,27,0,0,0,0
81,Shuzo Matsuoka,24,0,0,0,0
82,Cristiano Caratti,21,0,0,0,0
83,Rodolphe Gilbert,23,0,0,0,0
84,Kevin Curren,33,0,0,0,0
85,Roberto Azar,25,0,0,0,0
86,Claudio Pistolesi,24,0,0,0,0
87,Veli Paloheimo,24,0,0,0,0
88,Mark Koevermans,24,0,0,0,0
89,Horacio De La Pena,25,0,0,0,0
90,Mark Woodforde,26,0,0,0,0
91,Bart Wuyts,22,0,0,0,0
92,Eduardo Masso,28,0,0,0,0
93,Alex Antonitsch,26,0,0,0,0
94,Franco Davin,22,0,0,0,0
95,Todd Witsken,28,0,0,0,0
96,Christian Saceanu,23,0,0,0,0
97,Marcelo Filippini,24,0,0,0,0
98,Patrik Kuhnen,26,0,0,0,0
99,Francisco Roig,23,0,0,0,0
100,Jan Gunnarsson,29,0,0,0,0
101,Jacco Eltingh,21,0,0,0,0
102,Karsten Braasch,24,0,0,0,0
103,Lars Jonsson,21,0,0,0,0
104,Jean-Philippe Fleurian,26,0,0,0,0
105,Patrick Baur,26,0,0,0,0
106,Richard Fromberg,21,0,0,0,0
107,Marcos Aurelio Gorriz,27,0,0,0,0
108,Luiz Mattar,28,0,0,0,0
109,Markus Naewie,22,0,0,0,0
110,Alexander Mronz,26,0,0,0,0
111,Nicklas Kulti,20,0,0,0,0
112,Paolo Cane,26,0,0,0,0
113,Dimitri Poliakov,24,0,0,0,0
114,Byron Black,22,0,0,0,0
115,Diego Nargiso,21,0,0,0,0
116,Martin Strelba,24,0,0,0,0
117,Andrei Olhovskiy,25,0,0,0,0
118,Gary Muller,27,0,0,0,0
119,Fernando Roese,26,0,0,0,0
120,Arne Thoms,21,0,0,0,0
121,Guillaume Raoux,22,0,0,0,0
122,Pablo Arraya,30,0,0,0,0
123,Todd Martin,21,0,0,0,0
124,Marian Vajda,26,0,0,0,0
125,Simon Youl,26,0,0,0,0
126,Claudio Mezzadri,26,0,0,0,0
127,Martin Damm,19,0,0,0,0
128,Leonardo Lavalle,24,0,0,0,0
129,Gilad Bloom,24,0,0,0,0
130,Chris Pridham,26,0,0,0,0
131,Massimo Cierro,27,0,0,0,0
132,Luis Herrera,20,0,0,0,0
133,Danilo Marcelino,25,0,0,0,0
134,Sandon Stolle,21,0,0,0,0
135,John Fitzgerald,31,0,0,0,0
136,Henri Leconte,28,0,0,0,0
137,Chuck Adams,20,0,0,0,0
138,Tomas Anzari,21,0,0,0,0
139,Tim Mayotte,31,0,0,0,0
140,Steve Bryan,21,0,0,0,0
141,Henrik Holm,23,0,0,0,0
142,Francisco Montana,22,0,0,0,0
143,Thomas Hogstedt,28,0,0,0,0
144,Glenn Layendecker,30,0,0,0,0
145,Nicolas Pereira,21,0,0,0,0
146,Marcos Ondruska,19,0,0,0,0
147,Martin Laurendeau,27,0,0,0,0
148,Thierry Guardiola,20,0,0,0,0
149,Peter Lundgren,27,0,0,0,0
150,Oliver Fernandez,19,0,0,0,0
151,Kelly Evernden,30,0,0,0,0
152,Pat Cash,26,0,0,0,0
153,Nuno Marques,21,0,0,0,0
154,Scott Davis,29,0,0,0,0
155,Slobodan Zivojinovic,28,0,0,0,0
156,Eric Jelen,26,0,0,0,0
157,Jimmy Brown,26,0,0,0,0
158,David Engel,24,0,0,0,0
159,Olivier Soules,24,0,0,0,0
160,Jeremy Bates,29,0,0,0,0
161,Joao Cunha-Silva,24,0,0,0,0
162,Jan Apell,22,0,0,0,0
163,Markus Zillner,21,0,0,0,0
