Ranking,Player,Age,Points,Tourn_Played,Points_Dropping,Next_Best
1,Novak Djokovic,31,9045,17,0,0
2,Rafael Nadal,32,7480,13,0,0
3,Roger Federer,37,6420,17,0,0
4,Alexander Zverev,21,6385,21,0,0
5,Juan Martin del Potro,30,5300,18,0,0
6,Kevin Anderson,32,4710,20,0,0
7,Marin Cilic,30,4250,19,0,0
8,Dominic Thiem,25,4095,25,0,0
9,Kei Nishikori,29,3590,24,0,0
10,John Isner,33,3155,23,0,0
11,Karen Khachanov,22,2835,25,0,0
12,Borna Coric,22,2480,20,0,0
13,Fabio Fognini,31,2315,25,0,0
14,Kyle Edmund,23,2150,23,0,0
15,Stefanos Tsitsipas,20,2095,30,0,0
16,Daniil Medvedev,22,1977,27,0,0
17,Diego Schwartzman,26,1880,26,0,0
18,Milos Raonic,28,1855,20,0,0
19,Grigor Dimitrov,27,1835,20,0,0
20,Marco Cecchinato,26,1819,30,0,0
21,Nikoloz Basilashvili,26,1795,29,0,0
22,David Goffin,28,1785,20,0,0
23,Pablo Carreno Busta,27,1705,22,0,0
24,Roberto Bautista Agut,30,1605,24,0,0
25,Hyeon Chung,22,1585,23,0,0
26,Richard Gasquet,32,1535,25,0,0
27,Denis Shapovalov,19,1440,27,0,0
28,Fernando Verdasco,35,1410,28,0,0
29,Gael Monfils,32,1400,24,0,0
30,Gilles Simon,34,1370,28,0,0
31,Alex de Minaur,19,1298,26,0,0
32,Lucas Pouille,24,1245,23,0,0
33,Steve Johnson,29,1190,25,0,0
34,Philipp Kohlschreiber,35,1125,23,0,0
35,Nick Kyrgios,23,1125,21,0,0
36,Marton Fucsovics,26,1122,27,0,0
37,Andreas Seppi,34,1106,24,0,0
38,John Millman,29,1083,23,0,0
39,Frances Tiafoe,20,1080,25,0,0
40,Jeremy Chardy,31,1050,25,0,0
41,Martin Klizan,29,1050,20,0,0
42,Adrian Mannarino,30,1045,29,0,0
43,Nicolas Jarry,23,1022,22,0,0
44,Joao Sousa,29,1017,29,0,0
45,Malek Jaziri,34,1014,30,0,0
46,Matthew Ebden,31,1001,27,0,0
47,Damir Dzumhur,26,985,31,0,0
48,Dusan Lajovic,28,985,25,0,0
49,Taylor Fritz,21,974,26,0,0
50,Robin Haase,31,965,28,0,0
51,Sam Querrey,31,955,23,0,0
52,Benoit Paire,29,935,29,0,0
53,Mikhail Kukushkin,31,935,24,0,0
54,Matteo Berrettini,22,932,24,0,0
55,Pierre-Hugues Herbert,27,903,25,0,0
56,Leonardo Mayer,31,895,25,0,0
57,Jan-Lennard Struff,28,875,25,0,0
58,Guido Pella,28,860,25,0,0
59,Peter Gojowczyk,29,855,25,0,0
60,Marius Copil,28,823,23,0,0
61,Tennys Sandgren,27,814,23,0,0
62,Ryan Harrison,26,810,21,0,0
63,Denis Kudla,26,810,27,0,0
64,Feliciano Lopez,37,795,21,0,0
65,Albert Ramos-Vinolas,30,790,29,0,0
66,Stan Wawrinka,33,785,17,0,0
67,Aljaz Bedene,29,780,21,0,0
68,Andrey Rublev,21,760,24,0,0
69,Mischa Zverev,31,750,31,0,0
70,Vasek Pospisil,28,716,26,0,0
71,Tomas Berdych,33,715,16,0,0
72,Jordan Thompson,24,715,30,0,0
73,Roberto Carballes Baena,25,714,29,0,0
74,Maximilian Marterer,23,706,27,0,0
75,Yoshihito Nishioka,23,701,23,0,0
76,Bradley Klahn,28,699,24,0,0
77,Taro Daniel,25,691,24,0,0
78,Mackenzie McDonald,23,688,25,0,0
79,Guido Andreozzi,27,682,25,0,0
80,Federico Delbonis,28,678,24,0,0
81,Jaume Munar,21,663,29,0,0
82,Pablo Andujar,32,658,21,0,0
83,Bernard Tomic,26,655,13,0,0
84,Cristian Garin,22,650,22,0,0
85,Jozef Kovalik,26,638,18,0,0
86,Hubert Hurkacz,21,636,24,0,0
87,Mirza Basic,27,636,25,0,0
88,Pablo Cuevas,32,630,23,0,0
89,Jiri Vesely,25,629,24,0,0
90,Cameron Norrie,23,627,22,0,0
91,Ilya Ivashka,24,622,21,0,0
92,Denis Istomin,32,622,24,0,0
93,Laslo Djere,23,621,25,0,0
94,Filip Krajinovic,26,620,21,0,0
95,Ernests Gulbis,30,612,15,0,0
96,Marcel Granollers,32,598,24,0,0
97,Evgeny Donskoy,28,594,26,0,0
98,Radu Albot,29,592,34,0,0
99,Reilly Opelka,21,590,18,0,0
100,Ivo Karlovic,39,589,23,0,0
101,Thomas Fabbiano,29,573,25,0,0
102,Ugo Humbert,20,572,27,0,0
103,Michael Mmoh,20,563,22,0,0
104,Pedro Sousa,30,550,27,0,0
105,Guillermo Garcia-Lopez,35,543,29,0,0
106,Jack Sock,26,540,21,0,0
107,Lorenzo Sonego,23,532,24,0,0
108,Felix Auger-Aliassime,18,527,27,0,0
109,Paolo Lorenzi,37,525,31,0,0
110,Prajnesh Gunneswaran,29,521,21,0,0
111,Jared Donaldson,22,520,21,0,0
112,Casper Ruud,20,518,27,0,0
113,Jason Kubler,25,516,22,0,0
114,Lukas Lacko,31,514,24,0,0
115,Elias Ymer,22,511,26,0,0
116,Ricardas Berankis,28,507,24,0,0
117,Ruben Bemelmans,30,496,23,0,0
118,Juan Ignacio Londero,25,491,21,0,0
119,Peter Polansky,30,482,33,0,0
120,Thiago Monteiro,24,475,29,0,0
121,Jason Jung,29,470,25,0,0
122,Hugo Dellien,25,466,23,0,0
123,Marco Trungelliti,28,463,24,0,0
124,Marcos Baghdatis,33,460,21,0,0
125,David Ferrer,36,460,18,0,0
126,Yannick Maden,29,460,30,0,0
127,Lloyd Harris,21,458,22,0,0
128,Quentin Halys,22,445,28,0,0
129,Adrian Menendez-Maceiras,33,442,25,0,0
130,Matthias Bachinger,31,440,21,0,0
131,Miomir Kecmanovic,19,433,25,0,0
132,Ramkumar Ramanathan,24,433,27,0,0
133,Stefano Travaglia,27,426,26,0,0
134,Sergiy Stakhovsky,32,424,30,0,0
135,Noah Rubin,22,424,21,0,0
136,Bjorn Fratangelo,25,421,25,0,0
137,Yuki Bhambri,26,420,15,0,0
138,Gilles Muller,35,413,21,0,0
139,Carlos Berlocq,35,411,21,0,0
140,Dennis Novak,25,387,23,0,0
141,Simone Bolelli,33,384,19,0,0
142,Lukas Rosol,33,383,21,0,0
143,Jurgen Zopp,30,372,21,0,0
144,Corentin Moutet,19,372,29,0,0
145,Yuichi Sugita,30,370,27,0,0
146,Thanasi Kokkinakis,22,367,18,0,0
147,Alexei Popyrin,19,367,22,0,0
148,Tatsuma Ito,30,360,25,0,0
149,Antoine Hoang,23,359,23,0,0
150,Mats Moraing,26,359,30,0,0
151,Constant Lestienne,26,357,24,0,0
152,Yannick Hanfmann,27,355,20,0,0
153,Facundo Bagnis,28,353,23,0,0
154,Alex Bolt,25,352,22,0,0
155,Gianluigi Quinzi,22,343,18,0,0
156,Pedro Martinez,21,336,28,0,0
157,Egor Gerasimov,26,334,16,0,0
158,Salvatore Caruso,26,333,23,0,0
159,Rogerio Dutra Silva,34,332,26,0,0
160,Alessandro Giannessi,28,332,21,0,0
161,Dominik Koepfer,24,331,28,0,0
162,Alexander Bublik,21,323,28,0,0
163,Gregoire Barrere,24,322,22,0,0
164,Tim Smyczek,31,318,22,0,0
165,Filippo Baldi,22,318,20,0,0
166,Marc Polmans,21,318,27,0,0
167,Oscar Otte,25,317,27,0,0
168,Luca Vanni,33,317,22,0,0
169,Henri Laaksonen,26,311,27,0,0
170,Christopher Eubanks,22,307,22,0,0
171,Pedja Krstin,24,305,29,0,0
172,Brayden Schnur,23,303,26,0,0
173,Horacio Zeballos,33,300,14,0,0
174,Nikola Milojevic,23,300,23,0,0
175,Alexey Vatutin,26,298,26,0,0
176,Andrea Arnaboldi,31,297,31,0,0
177,Kamil Majchrzak,22,293,25,0,0
178,Nicolas Kicker,26,285,14,0,0
179,Sebastian Ofner,22,285,23,0,0
180,Aleksandr Nedovyesov,31,283,21,0,0
181,Roberto Quiroz,26,281,25,0,0
182,Daniel Brands,31,278,16,0,0
183,Andrej Martin,29,277,23,0,0
184,Mohamed Safwat,28,276,28,0,0
185,Yasutaka Uchiyama,26,275,21,0,0
186,James Ward,31,273,21,0,0
187,Ernesto Escobedo,22,272,21,0,0
188,Blaz Rola,28,272,20,0,0
189,Daniel Gimeno-Traver,33,271,23,0,0
190,Nicolas Mahut,36,270,16,0,0
191,Hiroki Moriya,28,268,24,0,0
192,Daniel Evans,28,266,13,0,0
193,John-Patrick Smith,29,264,21,0,0
194,Yosuke Watanuki,20,263,13,0,0
195,Stephane Robert,38,262,20,0,0
196,Maxime Janvier,22,262,26,0,0
197,Kenny De Schepper,31,261,26,0,0
198,Darian King,26,260,21,0,0
199,Stefano Napolitano,23,254,20,0,0
200,Adam Pavlasek,24,251,16,0,0
201,Tommy Robredo,36,251,21,0,0
202,Tommy Paul,21,251,19,0,0
203,Matteo Donati,23,248,17,0,0
204,Arthur De Greef,26,248,23,0,0
205,Viktor Troicki,32,247,19,0,0
206,Blaz Kavcic,31,246,16,0,0
207,Rudolf Molleker,18,246,12,0,0
208,Ze Zhang,28,246,22,0,0
209,Zdenek Kolar,22,238,29,0,0
210,Federico Gaio,26,236,25,0,0
211,Sergio Gutierrez-Ferrol,29,236,15,0,0
212,Kimmer Coppejans,24,234,20,0,0
213,Tobias Kamke,32,234,23,0,0
214,Go Soeda,34,231,22,0,0
215,Filip Horansky,25,231,25,0,0
216,Calvin Hemery,23,229,22,0,0
217,Jurij Rodionov,19,229,12,0,0
218,Duckhee Lee,20,229,23,0,0
219,Enrique Lopez Perez,27,228,25,0,0
