Ranking,Player,Age,Points,Tourn_Played,Points_Dropping,Next_Best
1,Novak Djokovic,28,15550,17,0,0
2,Andy Murray,28,8175,19,250,0
3,Roger Federer,34,7785,17,250,0
4,Stan Wawrinka,31,6460,23,0,0
5,Rafael Nadal,29,5915,23,0,0
6,Kei Nishikori,26,4290,21,0,0
7,Jo-Wilfried Tsonga,31,3400,21,0,0
8,Tomas Berdych,30,3120,22,0,0
9,David Ferrer,34,3010,19,0,0
10,Richard Gasquet,29,2840,21,250,45
11,Milos Raonic,25,2740,17,0,0
12,Marin Cilic,27,2680,25,0,0
13,David Goffin,25,2605,24,0,0
14,Gael Monfils,29,2460,19,0,0
15,Dominic Thiem,22,2420,29,0,0
16,John Isner,30,2235,24,0,0
17,Roberto Bautista Agut,28,2015,28,0,0
18,Gilles Simon,31,1900,23,0,0
19,Kevin Anderson,29,1840,21,0,0
20,Nick Kyrgios,20,1765,20,150,0
21,Benoit Paire,26,1751,32,0,0
22,Bernard Tomic,23,1625,29,0,0
23,Feliciano Lopez,34,1585,28,0,0
24,Viktor Troicki,30,1580,30,0,0
25,Pablo Cuevas,30,1510,28,150,45
26,Jack Sock,23,1425,23,0,0
27,Philipp Kohlschreiber,32,1420,25,150,45
28,Alexandr Dolgopolov,27,1330,26,0,0
29,Grigor Dimitrov,24,1295,24,90,45
30,Fabio Fognini,28,1240,25,0,0
31,Ivo Karlovic,37,1235,23,0,0
32,Steve Johnson,26,1225,28,0,0
33,Jeremy Chardy,29,1220,27,0,0
34,Joao Sousa,27,1181,32,0,0
35,Thomaz Bellucci,28,1165,30,45,10
36,Federico Delbonis,25,1140,27,0,0
37,Sam Querrey,28,1090,24,0,0
38,Marcos Baghdatis,30,1057,21,0,0
39,Andrey Kuznetsov,25,1015,22,0,0
40,Borna Coric,19,1015,30,0,0
41,Andreas Seppi,32,1005,25,0,0
42,Gilles Muller,32,985,26,0,0
43,Guido Pella,25,984,27,80,15
44,Martin Klizan,26,980,27,0,0
45,Vasek Pospisil,25,975,24,0,0
46,Leonardo Mayer,28,975,23,0,0
47,Guillermo Garcia-Lopez,32,955,28,90,45
48,Nicolas Mahut,34,937,23,0,0
49,Alexander Zverev,19,920,25,0,0
50,Pablo Carreno Busta,24,919,32,90,25
51,Fernando Verdasco,32,900,24,0,0
52,Paolo Lorenzi,34,895,33,0,0
53,Teymuraz Gabashvili,30,878,29,32,20
54,Marcel Granollers,30,871,32,0,0
55,Ricardas Berankis,25,866,29,0,0
56,Lucas Pouille,22,860,24,0,0
57,Albert Ramos-Vinolas,28,853,31,0,0
58,Inigo Cervantes,26,825,33,80,17
59,Aljaz Bedene,26,820,27,0,0
60,Paul-Henri Mathieu,34,801,26,0,0
61,Denis Kudla,23,794,27,0,0
62,Robin Haase,29,790,28,45,20
63,Jiri Vesely,22,780,30,0,0
64,Malek Jaziri,32,779,32,0,0
65,Lukas Rosol,30,762,33,45,20
66,John Millman,26,761,27,0,0
67,Evgeny Donskoy,25,752,31,0,0
68,Illya Marchenko,28,749,26,18,10
69,Dusan Lajovic,25,748,28,20,17
70,Taylor Fritz,18,744,19,0,0
71,Nicolas Almagro,30,739,24,45,0
72,Tommy Robredo,33,730,17,0,0
73,Denis Istomin,29,721,29,20,10
74,Rajeev Ram,32,716,21,0,0
75,Ivan Dodig,31,714,22,45,10
