Ranking,Player,Age,Points,Tourn_Played,Points_Dropping,Next_Best
1,Stefan Edberg,26,0,0,0,0
2,Jim Courier,21,0,0,0,0
3,Michael Stich,23,0,0,0,0
4,Pete Sampras,20,0,0,0,0
5,Boris Becker,24,0,0,0,0
6,Ivan Lendl,31,0,0,0,0
7,Guy Forget,27,0,0,0,0
8,Emilio Sanchez,26,0,0,0,0
9,Petr Korda,24,0,0,0,0
10,Karel Novacek,26,0,0,0,0
11,Andre Agassi,21,0,0,0,0
12,Sergi Bruguera,21,0,0,0,0
13,Goran Ivanisevic,20,0,0,0,0
14,David Wheaton,22,0,0,0,0
15,Magnus Gustafsson,25,0,0,0,0
16,Michael Chang,19,0,0,0,0
17,Derrick Rostagno,26,0,0,0,0
18,Jakob Hlasek,27,0,0,0,0
19,Andrei Cherkasov,21,0,0,0,0
20,Brad Gilbert,30,0,0,0,0
21,Alberto Mancini,22,0,0,0,0
22,John McEnroe,32,0,0,0,0
23,Goran Prpic,27,0,0,0,0
24,Omar Camporese,23,0,0,0,0
25,Alexander Volkov,24,0,0,0,0
26,Jordi Arrese,27,0,0,0,0
27,Wayne Ferreira,20,0,0,0,0
28,Richard Krajicek,20,0,0,0,0
29,Andrei Chesnokov,26,0,0,0,0
30,Richey Reneberg,26,0,0,0,0
31,Aaron Krickstein,24,0,0,0,0
32,Christian Bergstrom,24,0,0,0,0
33,Jonas Svensson,25,0,0,0,0
34,Javier Sanchez,24,0,0,0,0
35,Thomas Muster,24,0,0,0,0
36,Francisco Clavet,23,0,0,0,0
37,Jan Siemerink,21,0,0,0,0
38,Horst Skoff,23,0,0,0,0
39,Carl-Uwe Steeb,24,0,0,0,0
40,Paul Haarhuis,25,0,0,0,0
41,MaliVai Washington,22,0,0,0,0
42,Olivier Delaitre,24,0,0,0,0
43,Guillermo Perez-Roldan,22,0,0,0,0
44,Martin Jaite,27,0,0,0,0
45,Marc Rosset,21,0,0,0,0
46,Anders Jarryd,30,0,0,0,0
47,Cristiano Caratti,21,0,0,0,0
