Ranking,Player,Age,Points,Tourn_Played,Points_Dropping,Next_Best
1,Pete Sampras,25,5792,17,0,0
2,Michael Chang,25,3632,23,0,0
3,Goran Ivanisevic,25,2779,26,0,0
4,Thomas Muster,29,2546,25,0,0
5,Alex Corretja,23,2429,26,0,0
6,Yevgeny Kafelnikov,23,2407,24,0,0
7,Sergi Bruguera,26,2326,25,0,0
8,Gustavo Kuerten,20,2250,29,0,0
9,Carlos Moya,20,2247,29,0,0
10,Marcelo Rios,21,2172,28,0,0
11,Thomas Enqvist,23,2063,24,0,0
12,Felix Mantilla,22,2051,29,0,0
13,Mark Philippoussis,20,1924,22,0,0
14,Boris Becker,29,1918,16,0,0
15,Albert Costa,22,1756,24,0,0
16,Richard Krajicek,25,1702,23,0,0
17,Petr Korda,29,1677,25,0,0
18,Patrick Rafter,24,1587,23,0,0
19,Andrei Medvedev,22,1582,24,0,0
20,Todd Woodbridge,26,1552,22,0,0
21,Tim Henman,22,1547,23,0,0
22,Cedric Pioline,28,1435,24,0,0
23,Jonas Bjorkman,25,1431,25,0,0
24,Jim Courier,26,1422,21,0,0
25,Greg Rusedski,23,1408,21,0,0
26,Magnus Norman,21,1391,28,0,0
27,Alberto Berasategui,24,1382,32,0,0
28,Marc Rosset,26,1341,31,0,0
29,Jan Siemerink,27,1275,26,0,0
30,Wayne Ferreira,25,1275,27,0,0
31,Chris Woodruff,24,1232,23,0,0
32,Bohdan Ulihrach,22,1194,28,0,0
33,Karol Kucera,23,1174,30,0,0
34,Todd Martin,27,1143,10,0,0
35,Alex O'Brien,27,1130,28,0,0
36,Thomas Johansson,22,1080,29,0,0
37,Magnus Larsson,27,1064,21,0,0
38,Arnaud Boetsch,28,1029,26,0,0
39,Albert Portas,23,1004,25,0,0
40,Hicham Arazi,23,994,33,0,0
41,Javier Sanchez,29,993,36,0,0
42,Fabrice Santoro,24,985,29,0,0
43,Marc-Kevin Goellner,26,982,29,0,0
44,Filip Dewulf,25,964,27,0,0
45,Martin Damm,25,958,26,0,0
46,Marcelo Filippini,30,958,30,0,0
47,Dominik Hrbaty,19,933,32,0,0
48,Slava Dosedel,26,926,18,0,0
49,David Prinosil,24,911,23,0,0
50,Magnus Gustafsson,30,908,19,0,0
51,Michael Stich,28,877,20,0,0
52,Christian Ruud,24,868,26,0,0
53,Karim Alami,24,850,30,0,0
54,Francisco Clavet,28,836,28,0,0
55,Mark Woodforde,31,799,26,0,0
56,Galo Blanco,20,799,33,0,0
57,Richey Reneberg,31,797,21,0,0
58,Jiri Novak,22,778,22,0,0
59,Jeff Tarango,28,771,27,0,0
60,Jason Stoltenberg,27,770,24,0,0
61,Guillaume Raoux,27,770,25,0,0
62,Byron Black,27,752,27,0,0
63,Brett Steven,28,750,15,0,0
64,Mikael Tillstrom,25,740,23,0,0
65,Jonathan Stark,26,740,24,0,0
66,Scott Draper,23,728,28,0,0
67,Daniel Vacek,26,728,31,0,0
68,Tommy Haas,19,714,16,0,0
69,Hendrik Dreekmann,22,713,23,0,0
70,Juan Albert Viloca-Puig,24,689,31,0,0
71,Lionel Roux,24,683,26,0,0
72,Nicolas Kiefer,20,670,16,0,0
73,Hernan Gumy,25,669,30,0,0
74,Andre Agassi,27,667,14,0,0
75,Julian Alonso,20,657,18,0,0
76,Sargis Sargsian,24,657,33,0,0
77,Johan Van Herck,23,650,26,0,0
78,Stefan Edberg,31,649,7,0,0
79,Paul Haarhuis,31,646,26,0,0
80,Grant Stafford,26,644,24,0,0
81,Fernando Meligeni,26,636,26,0,0
82,Sjeng Schalken,20,629,27,0,0
