Ranking,Player,Age,Points,Tourn_Played,Points_Dropping,Next_Best
1,Pete Sampras,22,0,0,0,0
2,Michael Stich,25,0,0,0,0
3,Stefan Edberg,28,0,0,0,0
4,Sergi Bruguera,23,0,0,0,0
5,Jim Courier,23,0,0,0,0
6,Goran Ivanisevic,22,0,0,0,0
7,Andrei Medvedev,19,0,0,0,0
8,Michael Chang,22,0,0,0,0
9,Todd Martin,23,0,0,0,0
10,Magnus Gustafsson,27,0,0,0,0
11,Thomas Muster,26,0,0,0,0
12,Cedric Pioline,24,0,0,0,0
13,Petr Korda,26,0,0,0,0
14,Boris Becker,26,0,0,0,0
15,Marc Rosset,23,0,0,0,0
16,Arnaud Boetsch,24,0,0,0,0
17,Ivan Lendl,33,0,0,0,0
18,Wayne Ferreira,22,0,0,0,0
19,Alexander Volkov,27,0,0,0,0
20,MaliVai Washington,24,0,0,0,0
21,Paul Haarhuis,28,0,0,0,0
22,Richard Krajicek,22,0,0,0,0
23,Carlos Costa,25,0,0,0,0
24,Karel Novacek,28,0,0,0,0
25,Wally Masur,30,0,0,0,0
26,Andrei Chesnokov,28,0,0,0,0
27,Aaron Krickstein,26,0,0,0,0
28,Marc-Kevin Goellner,23,0,0,0,0
29,Jaime Yzaga,26,0,0,0,0
30,Brad Gilbert,32,0,0,0,0
31,Andre Agassi,23,0,0,0,0
32,Mikael Pernfors,30,0,0,0,0
33,Javier Sanchez,26,0,0,0,0
34,Jonas Svensson,27,0,0,0,0
35,Amos Mansdorf,28,0,0,0,0
36,Jonathan Stark,22,0,0,0,0
37,Yevgeny Kafelnikov,20,0,0,0,0
38,Richey Reneberg,28,0,0,0,0
39,Alberto Berasategui,20,0,0,0,0
40,Patrick McEnroe,27,0,0,0,0
41,Ronald Agenor,29,0,0,0,0
42,Andrei Cherkasov,23,0,0,0,0
43,Jason Stoltenberg,23,0,0,0,0
44,Karsten Braasch,26,0,0,0,0
45,Renzo Furlan,23,0,0,0,0
46,Patrick Rafter,21,0,0,0,0
47,Emilio Sanchez,28,0,0,0,0
48,Henri Leconte,30,0,0,0,0
49,Magnus Larsson,23,0,0,0,0
50,Younes El Aynaoui,22,0,0,0,0
51,Richard Fromberg,23,0,0,0,0
52,Henrik Holm,25,0,0,0,0
53,Daniel Vacek,22,0,0,0,0
54,Greg Rusedski,20,0,0,0,0
55,Jordi Burillo,21,0,0,0,0
56,Luiz Mattar,30,0,0,0,0
57,Thomas Enqvist,19,0,0,0,0
58,David Rikl,23,0,0,0,0
59,Stefano Pescosolido,22,0,0,0,0
60,Grant Stafford,22,0,0,0,0
61,Gilbert Schaller,24,0,0,0,0
62,Alex Corretja,19,0,0,0,0
63,Mark Woodforde,28,0,0,0,0
64,Javier Frana,27,0,0,0,0
65,Jacco Eltingh,23,0,0,0,0
66,Jordi Arrese,29,0,0,0,0
67,Andrea Gaudenzi,20,0,0,0,0
68,Slava Dosedel,23,0,0,0,0
69,Martin Damm,21,0,0,0,0
70,Brett Steven,24,0,0,0,0
71,Jamie Morgan,22,0,0,0,0
72,Marcos Ondruska,21,0,0,0,0
73,Nicklas Kulti,22,0,0,0,0
74,Alex Antonitsch,28,0,0,0,0
75,Bernd Karbacher,25,0,0,0,0
76,Chuck Adams,22,0,0,0,0
77,Guillaume Raoux,24,0,0,0,0
78,Rodolphe Gilbert,25,0,0,0,0
79,Guillermo Perez-Roldan,24,0,0,0,0
80,Horst Skoff,25,0,0,0,0
81,Horacio De La Pena,27,0,0,0,0
82,Franco Davin,24,0,0,0,0
83,Olivier Delaitre,26,0,0,0,0
84,Tomas Carbonell,25,0,0,0,0
85,Jonas Bjorkman,21,0,0,0,0
86,Jean-Philippe Fleurian,28,0,0,0,0
87,Stephane Simian,26,0,0,0,0
88,Bryan Shelton,28,0,0,0,0
89,Steve Bryan,23,0,0,0,0
90,Jakob Hlasek,29,0,0,0,0
91,Marcelo Filippini,26,0,0,0,0
92,Byron Black,24,0,0,0,0
93,David Wheaton,24,0,0,0,0
94,Carl-Uwe Steeb,26,0,0,0,0
95,Todd Woodbridge,22,0,0,0,0
96,Andrei Olhovskiy,27,0,0,0,0
97,Maurice Ruah,23,0,0,0,0
98,Francisco Clavet,25,0,0,0,0
99,Fernando Meligeni,22,0,0,0,0
100,Alex O'Brien,24,0,0,0,0
101,Jeff Tarango,25,0,0,0,0
102,Jan Siemerink,23,0,0,0,0
103,Jared Palmer,22,0,0,0,0
104,Lars Jonsson,23,0,0,0,0
105,Joern Renzenbrink,21,0,0,0,0
106,Shuzo Matsuoka,26,0,0,0,0
107,Fabrice Santoro,21,0,0,0,0
108,Mauricio Hadad,22,0,0,0,0
109,Doug Flach,23,0,0,0,0
110,Xavier Daufresne,25,0,0,0,0
111,Karol Kucera,20,0,0,0,0
112,Gabriel Markus,23,0,0,0,0
113,Kenneth Carlsen,20,0,0,0,0
114,Robbie Weiss,27,0,0,0,0
115,Hendrik Dreekmann,19,0,0,0,0
116,Markus Zoecke,25,0,0,0,0
117,Jeremy Bates,31,0,0,0,0
118,Neil Borwick,26,0,0,0,0
119,Mark Petchey,23,0,0,0,0
120,Cristiano Caratti,23,0,0,0,0
121,Diego Nargiso,23,0,0,0,0
122,Christian Bergstrom,26,0,0,0,0
123,Alexander Mronz,28,0,0,0,0
124,David Prinosil,20,0,0,0,0
125,Jose Francisco Altur,25,0,0,0,0
126,Daniel Orsanic,25,0,0,0,0
127,Chris Wilkinson,24,0,0,0,0
128,Gerard Solves,25,0,0,0,0
129,Patrik Kuhnen,28,0,0,0,0
130,Sebastien Lareau,20,0,0,0,0
131,Milen Velev,22,0,0,0,0
132,Markus Naewie,24,0,0,0,0
133,Christo Van Rensburg,31,0,0,0,0
134,Nicolas Pereira,23,0,0,0,0
135,Dimitri Poliakov,26,0,0,0,0
136,Gianluca Pozzi,28,0,0,0,0
137,Karim Alami,20,0,0,0,0
138,Richard Matuszewski,29,0,0,0,0
139,Dirk Dier,22,0,0,0,0
140,Claudio Mezzadri,28,0,0,0,0
141,Anders Jarryd,32,0,0,0,0
142,Goran Prpic,29,0,0,0,0
143,Kevin Ullyett,21,0,0,0,0
144,Sergio Cortes,26,0,0,0,0
145,Jaime Oncins,23,0,0,0,0
146,Tomas Nydahl,25,0,0,0,0
147,Jan Apell,24,0,0,0,0
148,Brent Larkham,22,0,0,0,0
149,David Nainkin,23,0,0,0,0
150,Bart Wuyts,24,0,0,0,0
151,Christian Ruud,21,0,0,0,0
152,Federico Sanchez,23,0,0,0,0
153,Filip Dewulf,21,0,0,0,0
154,Paolo Cane,28,0,0,0,0
155,Derrick Rostagno,28,0,0,0,0
156,Simon Youl,28,0,0,0,0
157,Roberto Jabali,23,0,0,0,0
158,Christian Miniussi,26,0,0,0,0
159,Tommy Ho,20,0,0,0,0
160,Albert Costa,18,0,0,0,0
161,Kenny Thorne,28,0,0,0,0
162,Joao Cunha-Silva,26,0,0,0,0
163,Daniele Musa,21,0,0,0,0
164,Mark Knowles,22,0,0,0,0
165,Fernon Wibier,23,0,0,0,0
166,Claudio Pistolesi,26,0,0,0,0
167,Eyal Ran,21,0,0,0,0
168,Gilad Bloom,27,0,0,0,0
169,Emilio Benfele Alvarez,21,0,0,0,0
170,David Engel,26,0,0,0,0
171,Massimo Valeri,21,0,0,0,0
172,Patricio Arnold,22,0,0,0,0
173,Sandon Stolle,23,0,0,0,0
174,Jimmy Arias,29,0,0,0,0
175,Albert Chang,23,0,0,0,0
176,Oliver Gross,20,0,0,0,0
177,Luis Herrera,22,0,0,0,0
178,Mario Visconti,25,0,0,0,0
179,Jozsef Krocsko,25,0,0,0,0
180,Francisco Roig,25,0,0,0,0
181,Oliver Fernandez,21,0,0,0,0
182,Arne Thoms,23,0,0,0,0
183,Paul Kilderry,20,0,0,0,0
184,Juan Gisbert Jr,19,0,0,0,0
185,Jim Grabb,29,0,0,0,0
186,Johan Van Herck,19,0,0,0,0
187,Chris Bailey,25,0,0,0,0
188,Daniel Nestor,21,0,0,0,0
189,Jonathan Canter,28,0,0,0,0
190,Danilo Marcelino,27,0,0,0,0
191,Martin Stringari,22,0,0,0,0
192,Thomas Gollwitzer,27,0,0,0,0
193,Laurence Tieleman,21,0,0,0,0
194,Martin Blackman,24,0,0,0,0
195,David Witt,20,0,0,0,0
196,Michael Joyce,21,0,0,0,0
197,Michael Geserer,24,0,0,0,0
198,Mario Rincon,26,0,0,0,0
199,Jose-Luis Noriega,24,0,0,0,0
200,Gaston Etlis,19,0,0,0,0
201,Andrei Merinov,22,0,0,0,0
202,Alberto Mancini,24,0,0,0,0
203,Marcos Aurelio Gorriz,30,0,0,0,0
204,Lionel Barthez,26,0,0,0,0
205,Nuno Marques,23,0,0,0,0
206,Libor Nemecek,25,0,0,0,0
207,Andrew Foster,21,0,0,0,0
208,Lionel Roux,20,0,0,0,0
209,Roger Smith,30,0,0,0,0
210,Paul Wekesa,26,0,0,0,0
211,Thierry Guardiola,22,0,0,0,0
212,Mats Wilander,29,0,0,0,0
213,Alex Radulescu,19,0,0,0,0
214,Michael Tebbutt,23,0,0,0,0
215,David Adams,24,0,0,0,0
216,Patrick Baur,28,0,0,0,0
217,Sandor Noszaly,21,0,0,0,0
218,Hernan Gumy,22,0,0,0,0
219,Frederic Fontang,23,0,0,0,0
220,Thierry Champion,27,0,0,0,0
221,Christer Allgardh,27,0,0,0,0
222,Tim Henman,19,0,0,0,0
223,Mark Kaplan,26,0,0,0,0
224,Joshua Eagle,20,0,0,0,0
225,Francisco Montana,24,0,0,0,0
226,Alexander Reichel,23,0,0,0,0
227,Chris Garner,24,0,0,0,0
228,Peter Tramacchi,23,0,0,0,0
229,Lan Bale,24,0,0,0,0
230,Chris Pridham,28,0,0,0,0
231,Louis Gloria,24,0,0,0,0
232,Miguel Pastura,20,0,0,0,0
233,Simon Touzil,21,0,0,0,0
234,Brian MacPhie,21,0,0,0,0
235,Carsten Arriens,24,0,0,0,0
